Word	Havg	StDev	GoogleRank	translation
指标	5287	5.14	1.1782	849	Index
评论	5288	5.14	0.7287	1490	Comment
近似	5289	5.14	1.2291	5421	Approximation
同時	5290	5.14	1.0304	9201	Simultaneously
臂	5291	5.14	1.1954	4230	Arm
有形	5292	5.14	1.2938	5944	Tangible
水土	5293	5.14	1.2618	3787	Soil and water
统称	5294	5.14	1.2456	8721	Collectively called
移居	5295	5.14	1.3095	9128	Migrate
层	5296	5.14	0.9899	1233	Layer
整	5297	5.14	1.0500	2221	Whole
陆	5298	5.14	1.1250	3893	Land
洛克	5299	5.14	0.9478	8540	Locke
司机	5300	5.14	1.0692	5068	Driver
诸	5301	5.14	0.9260	2890	Various
地域	5302	5.14	0.9691	2514	Area
实地	5303	5.14	0.7562	3666	Field
换	5304	5.14	0.9691	2434	Exchange
拓	5305	5.14	1.2779	4139	Develop
角逐	5306	5.14	1.0500	9620	Contend
领地	5307	5.14	0.9260	8100	Territory
县	5308	5.14	1.1608	927	County
饮	5309	5.14	1.1954	6488	Drink
钢铁	5310	5.14	1.2456	3010	Steel
调试	5311	5.14	0.7287	8690	Debugging
身分	5312	5.14	1.1782	5396	Identity
斤	5313	5.14	0.6704	4312	Jin
谈	5314	5.14	0.8574	1208	Talk
宪章	5315	5.14	1.2938	5979	Charter
意味	5316	5.14	1.0304	1433	Mean
年底	5317	5.14	0.9691	1312	End of the year
若是	5318	5.14	0.9478	8787	If
心脏	5319	5.14	1.1782	4893	Heart
舰艇	5320	5.14	1.4287	9531	Warship
必然性	5321	5.14	1.3403	4030	Inevitability
史料	5322	5.14	1.2456	3067	Historical data
层面	5323	5.14	0.9691	3043	Level
情报	5324	5.14	1.2456	1801	Intelligence
婚姻法	5325	5.14	1.2456	5806	Marriage
节	5326	5.14	0.7827	578	Festival
输入	5327	5.14	0.7827	3296	Enter
助长	5328	5.14	1.3704	7644	Encourage
中原	5329	5.14	1.3554	5059	Central Plains
内河	5330	5.14	0.8084	9775	Inland
因果	5331	5.14	1.1608	4488	Cause and effect
方向	5332	5.14	1.0104	822	Direction
笔下	5333	5.14	0.9899	6650	Pen
例	5334	5.14	0.5718	1794	Case
票据	5335	5.14	0.7827	4837	Bills
谈话	5336	5.14	1.1782	1867	Conversation
商讨	5337	5.14	0.8574	7921	Discuss
立	5338	5.14	0.7287	1098	Stand
交织	5339	5.14	0.6704	5835	Interweave
鼠标	5340	5.14	0.8332	7168	Mouse
小区	5341	5.14	1.0304	5272	Community
不失为	5342	5.14	1.2938	8455	After all,
有人	5343	5.14	0.9478	924	Some
短篇	5344	5.14	0.8084	5891	Short
三民	5345	5.14	1.1250	4925	Sanmin
转轨	5346	5.14	1.4144	5300	Transition
村	5347	5.14	1.2456	1522	Village
玻璃	5348	5.14	0.9478	5289	Glass
same	5349	5.14	1.0304	9940	same
传	5350	5.14	0.8332	1466	Biography
马克	5351	5.14	0.9260	3145	Mark
衔接	5352	5.14	0.7287	5215	Join
鉴于	5353	5.14	0.8574	2801	In view of
产物	5354	5.14	1.1250	2696	Product
报道	5355	5.14	1.1430	1475	Story
定型	5356	5.14	0.8574	8639	Stereotypes
半岛	5357	5.14	1.1250	4071	Peninsula
本位	5358	5.14	1.2618	7311	Standard
番	5359	5.14	0.5349	3249	Fan
只有	5360	5.14	1.0500	319	Only
汽	5361	5.14	0.9037	8213	Steam
遵从	5362	5.14	1.1608	9854	Compliance
证据	5363	5.14	1.3704	1855	Evidence
场	5364	5.14	1.0304	635	Field
跳	5365	5.14	1.1782	6170	Jump
对照	5366	5.14	1.0882	3992	Comparison
着重	5367	5.14	1.4429	2357	Focus
指正	5368	5.14	1.2291	9000	Correction
维	5369	5.14	1.1782	1774	Dimension
理论	5370	5.14	0.8332	298	Theory
修理	5371	5.14	1.3403	4894	Repair
张	5372	5.14	1.2618	1482	Zhang
海拔	5373	5.14	1.0882	5558	Elevation
q	5374	5.14	0.9260	5771	q
世代	5375	5.14	1.1954	8816	Generation
矩	5376	5.14	0.7562	9891	Square
劳动力	5377	5.14	1.1068	864	Labor force
印度	5378	5.14	1.4287	1229	India
呼	5379	5.14	1.0500	7513	Call
编写	5380	5.14	1.0500	2425	Write
货源	5381	5.14	1.1250	6617	Source of goods
例证	5382	5.14	0.9478	5387	Illustration
召开	5383	5.14	1.0500	727	Convene
and	5384	5.14	0.6704	845	and
稿	5385	5.14	0.9037	3730	Draft
设立	5386	5.14	0.9260	1083	Establish
旦	5387	5.14	1.0104	5495	Dawn
轨迹	5388	5.14	0.9260	5575	Locus
浓缩	5389	5.14	1.4144	8807	Concentrate
传教	5390	5.14	1.4709	3864	Preach
常任	5391	5.14	1.1954	9578	Permanent
老板	5392	5.14	1.3250	4177	Boss
材	5393	5.14	1.1954	3847	Timber
抚恤	5394	5.14	1.5120	9032	Pension
两极	5395	5.14	1.2618	8035	Poles
题目	5396	5.14	0.9037	4953	Topic
手册	5397	5.14	1.0500	5734	Manual
旅馆	5398	5.14	1.0304	6294	Hotel
询问	5399	5.14	1.0304	4477	Ask
接	5400	5.14	1.0304	1370	Meet
同月	5401	5.14	1.0104	8022	The same month
约翰逊	5402	5.14	1.2618	10000	Johnson
趋向	5403	5.14	0.9478	3549	Trend
集成	5404	5.14	1.0500	4614	Integrated
眼中	5405	5.14	1.0882	6302	Eyes
表格	5406	5.14	0.6704	6509	Form
be	5407	5.14	1.0500	3572	be
长征	5408	5.14	1.4709	8447	Long
职位	5409	5.14	0.9260	3696	Post
因	5410	5.14	0.6704	460	Because
悉	5411	5.14	0.8809	7302	Noted
财务	5412	5.14	0.9037	1244	Finance
伊斯兰	5413	5.14	1.4144	3020	Islam
二天	5414	5.14	0.7562	2036	Two days
机能	5415	5.14	0.9037	6793	Function
现在	5416	5.14	1.1954	271	Now
归结	5417	5.14	1.2618	4768	Attributed
倍	5418	5.14	0.9260	1161	Double
辩证法	5419	5.14	0.7827	3355	Dialectics
年来	5420	5.14	0.9037	725	Years
万分	5421	5.14	1.6538	8759	Extremely
体例	5422	5.14	0.8809	9651	Style
迈	5423	5.14	0.9691	4026	Stride
报名	5424	5.14	0.9037	6880	Sign up
最	5425	5.14	1.6783	201	Most
大事	5426	5.14	1.2779	3385	Event
并举	5427	5.14	0.8084	8470	Develop simultaneously
这	5428	5.14	1.0304	8	This
报告	5429	5.14	0.9691	390	Report
水质	5430	5.14	1.1068	6576	Water Quality
made	5431	5.14	0.8809	9557	made
那样	5432	5.14	1.1782	1005	That kind
述	5433	5.14	1.2779	1514	State
竭尽	5434	5.14	1.4984	8572	Exhaust
国际法	5435	5.14	1.2938	4527	International law
携带	5436	5.14	1.1250	5541	Carry
算法	5437	5.14	1.0882	6047	Algorithm
公元	5438	5.14	0.9037	1796	Christian era
想法	5439	5.14	1.1430	2423	Idea
圳	5440	5.14	0.7287	9532	Shenzhen
内蒙古	5441	5.14	1.2618	5221	Inner Mongolia
w	5442	5.14	1.3852	2459	w
自然人	5443	5.14	1.4144	6945	Natural
农户	5444	5.14	1.3852	2513	Farmer
史实	5445	5.14	0.9691	9593	Historical facts
客运	5446	5.14	0.8084	7639	Passenger
很	5447	5.14	0.9899	83	Very
同人	5448	5.14	1.0500	8748	Colleagues
棉纱	5449	5.14	0.8574	9695	Cotton yarn
以为	5450	5.14	1.1782	1461	Thought
身后	5451	5.14	0.9260	7432	Behind
項	5452	5.14	0.5718	6875	Item
排	5453	5.14	0.9260	3062	Row
乡下	5454	5.14	1.3704	7130	Countryside
长度	5455	5.14	0.8084	4568	Length
机器	5456	5.14	1.1608	1454	Machine
事	5457	5.14	1.1430	332	Thing
防卫	5458	5.14	1.4429	7226	Defensive
器	5459	5.14	0.9899	1357	Implement
评选	5460	5.14	1.3403	6349	Selection
传导	5461	5.14	1.2618	8949	Conduct
提纲	5462	5.14	1.3852	6013	Outline
酌情	5463	5.14	1.0104	8478	Discretion
版面	5464	5.14	1.0692	9740	Layout
图像	5465	5.14	1.5120	4340	Image
生成	5466	5.14	1.0500	4081	Generate
导	5467	5.14	0.8574	1519	Guide
入境	5468	5.14	0.8574	6655	Immigration
坐	5469	5.14	1.0104	2138	Sit
卫	5470	5.14	0.9899	3104	Guard
一块	5471	5.14	0.9691	1974	Piece
称谓	5472	5.14	1.0104	8176	Title
水准	5473	5.14	0.9478	5183	Level
实质	5474	5.14	0.9899	1404	Substance
掀起	5475	5.14	1.0104	3835	Set off
车间	5476	5.14	1.2779	3132	Workshop
二条	5477	5.14	0.9691	2243	Two
大半	5478	5.14	0.9478	8804	Half
传输	5479	5.14	1.1250	4117	Transmission
互	5480	5.14	1.1430	2761	Mutual
查找	5481	5.14	1.0500	6766	Find
主人	5482	5.14	1.1068	3063	Host
同盟会	5483	5.14	1.4570	6293	League
五	5484	5.14	0.9899	86	Five
住房	5485	5.14	1.1430	1957	Housing
世间	5486	5.14	1.0500	7954	World
居	5487	5.14	0.9478	2390	Residence
常用	5488	5.14	0.8809	4112	Top
单项	5489	5.14	0.8809	6219	Individually
山地	5490	5.14	1.0692	6358	Mountain
抬	5491	5.14	1.0104	7877	Lift
读	5492	5.14	1.1430	1914	Read
及早	5493	5.14	1.0500	8464	As soon as possible
要是	5494	5.14	1.0104	2819	If the
两	5495	5.14	1.0882	76	Both
每	5496	5.14	0.7827	231	Each
常委	5497	5.14	1.0304	1664	Standing
监事会	5498	5.14	1.1068	6175	Board of Supervisors
而今	5499	5.12	1.1542	8820	Now
合同	5500	5.12	1.1364	572	Contract
析	5501	5.12	0.7183	2968	Analyze
统计	5502	5.12	0.7990	546	Statistics
的确	5503	5.12	1.1183	2553	Indeed
la	5504	5.12	0.7990	9024	la
统	5505	5.12	0.6893	1429	Collectively
海关	5506	5.12	1.1891	2272	Customs
这么	5507	5.12	0.8241	1480	So
國	5508	5.12	1.1891	5219	Country
案例	5509	5.12	1.0428	4320	Case
涵义	5510	5.12	1.0428	5799	Meaning
先是	5511	5.12	1.0622	7005	First
不但	5512	5.12	1.0812	1416	Not only
原子	5513	5.12	1.0428	4479	Atom
生产线	5514	5.12	1.1891	4872	Production line
概括	5515	5.12	1.1183	2044	Generalization
训练	5516	5.12	1.0999	1152	Training
出售	5517	5.12	1.1364	2516	Sell
来得	5518	5.12	1.2061	9065	More
早期	5519	5.12	1.0029	2091	Early stage
资方	5520	5.12	1.0029	9490	Employers
担	5521	5.12	1.2395	3693	Dan
视听	5522	5.12	1.2229	8641	Audiovisual
词汇	5523	5.12	0.9613	3836	Vocabulary
请示	5524	5.12	1.3346	6332	Ask for instructions
岛	5525	5.12	1.2061	2354	Island
同样	5526	5.12	1.0622	847	Same
工程	5527	5.12	1.2558	484	Engineering
样品	5528	5.12	1.2558	6225	Sample
同上	5529	5.12	1.2720	5527	Ditto
全权	5530	5.12	1.4090	7561	Discretionary
商议	5531	5.12	1.0999	9113	Discuss
气温	5532	5.12	1.0428	8269	Air temperature
筹建	5533	5.12	1.1183	5695	Build
部委	5534	5.12	0.9398	9517	Ministries and commissions
毕竟	5535	5.12	0.9179	2532	After all
状	5536	5.12	0.6590	3645	Shape
己	5537	5.12	1.2558	649	Self
运输	5538	5.12	1.0999	954	Transportation
无线电	5539	5.12	0.8485	4346	Radio
支队	5540	5.12	1.0812	7048	Detachment
改造	5541	5.12	1.3649	691	Transform
气候	5542	5.12	1.0999	2158	Climate
考验	5543	5.12	1.2229	3604	Test
一举	5544	5.12	0.7183	8048	In one fell swoop
般	5545	5.12	0.9613	2780	GENERAL
气体	5546	5.12	0.8241	5657	Gas
taiwan	5547	5.12	1.4934	5452	taiwan
编制	5548	5.12	0.9179	1735	Establishment
不动产	5549	5.12	1.5990	7420	Real Estate
反日	5550	5.12	1.8913	9949	Anti-Japan
章节	5551	5.12	0.7461	6714	Chapter
抉择	5552	5.12	1.4090	6091	Choice
价	5553	5.12	0.7730	969	Price
per	5554	5.12	1.0999	9506	per
至今	5555	5.12	0.7183	1662	So far
形态	5556	5.12	0.9823	1014	Form
也有	5557	5.12	0.9179	540	Have
参政	5558	5.12	1.0029	5326	Politics
当即	5559	5.12	1.3346	7046	Immediately
从属	5560	5.12	1.1542	9183	Subordinate
供求	5561	5.12	0.8953	2742	Trade
开采	5562	5.12	1.0999	4298	Mine
纵向	5563	5.12	0.8241	5185	Longitudinal
行人	5564	5.12	0.8953	9099	Pedestrian
法人	5565	5.12	1.1718	2035	Legal
纲	5566	5.12	0.8953	9296	Gang
海防	5567	5.12	1.0622	9609	Coast defense
建成	5568	5.12	1.0812	2195	Built
央行	5569	5.12	0.9179	9375	Central Bank
财政	5570	5.12	1.3498	394	Financial
部	5571	5.12	0.5584	124	Department
邮政	5572	5.12	0.7730	3697	Postal
办公	5573	5.12	1.0230	1956	Office
直到	5574	5.12	0.7730	1604	Until
考古	5575	5.12	1.1364	2202	Archeology
农产品	5576	5.12	1.1542	1456	Produce
济	5577	5.12	0.8241	930	Aid
通商	5578	5.12	1.1542	7117	Trade
察	5579	5.12	1.3037	3212	Observe
警察	5580	5.12	1.2061	2709	Police
员工	5581	5.12	1.2061	2668	Staff
进军	5582	5.12	1.0029	4385	Advance
部署	5583	5.12	1.1542	2220	Deploy
录像	5584	5.12	1.4658	7089	Video
专攻	5585	5.12	1.3944	8516	Specialize
言语	5586	5.12	1.4090	6148	Speech
广度	5587	5.12	1.2061	5505	Span
步	5588	5.12	1.0029	1183	Step
一部分	5589	5.12	0.8241	699	Portion
登	5590	5.12	1.0999	3958	Ascend
教程	5591	5.12	1.1183	9957	Tutorials
学派	5592	5.12	1.1891	4497	School
律	5593	5.12	1.3192	2041	Law
代	5594	5.12	0.7730	793	Generation
受众	5595	5.12	1.2879	8233	Audience
招待所	5596	5.12	1.0622	8757	Hostel
中小	5597	5.12	0.8485	1981	Small
雨	5598	5.12	1.3498	4475	Rain
转折	5599	5.12	1.5990	4639	Turning
個人	5600	5.12	0.8241	8260	Personal
开工	5601	5.12	1.2061	6049	Start
控件	5602	5.12	1.1364	9507	Controls
清真寺	5603	5.12	0.9823	8669	Mosque
其余	5604	5.12	1.0812	2070	Rest
过境	5605	5.12	1.1718	8576	Border crossing
厂房	5606	5.12	1.1183	5965	Factory building
单产	5607	5.12	0.8485	8326	Per unit area yield
先例	5608	5.12	1.2229	7642	Precedent
柜台	5609	5.12	1.1364	7458	Counter
演变	5610	5.12	1.0622	2751	Evolve
转发	5611	5.12	1.1183	7001	Forward
同盟	5612	5.12	1.0999	3651	Alliance
家务	5613	5.12	1.0812	8015	Housework
当前	5614	5.12	0.8953	904	Current
职务	5615	5.12	1.0622	1356	Position
总体	5616	5.12	0.8953	1240	Overall
初稿	5617	5.12	0.9398	6969	Draft
越	5618	5.12	1.3797	410	More
环境	5619	5.12	1.5862	267	Environment
朝	5620	5.12	1.2720	3005	Towards
月份	5621	5.12	0.7183	2104	Month
手下	5622	5.12	1.1891	9012	Men
接连	5623	5.12	1.2229	9015	Successive
kong	5624	5.12	1.3192	9610	kong
历	5625	5.12	1.1364	2757	Calendar
好久	5626	5.12	1.5070	9803	Long
他们	5627	5.12	1.2558	53	They
会同	5628	5.12	1.0230	4419	In conjunction with the
备案	5629	5.12	1.1542	6071	Put on record
记者	5630	5.12	0.9613	1425	Reporter
this	5631	5.12	1.3037	3942	this
静止	5632	5.12	1.0999	7382	Still
竞赛	5633	5.12	1.2720	3443	Contest
他国	5634	5.12	0.7461	8247	Other countries
起草	5635	5.12	0.8722	3196	Draft
辩论	5636	5.12	1.1891	3489	Debate
基数	5637	5.12	0.7730	8701	Cardinal number
权	5638	5.12	1.3944	305	Right
步行	5639	5.12	1.4934	8739	Walk
累计	5640	5.12	1.0812	4184	Accumulative
设置	5641	5.12	1.6243	1392	Set up
商界	5642	5.12	1.1891	6352	Business circles
西北	5643	5.12	1.2720	2351	Northwest
普通话	5644	5.12	1.1718	6267	Mandarin
机	5645	5.12	1.0428	651	Machine
瞬间	5646	5.12	1.1364	6266	Moment
林	5647	5.12	1.1718	1820	Forest
销路	5648	5.12	1.2395	7106	Market
饲养	5649	5.12	0.7730	4861	Feed
后劲	5650	5.12	1.2395	6155	Stamina
遗传	5651	5.12	1.3346	3949	Hereditary
全校	5652	5.12	1.0812	8785	School
在京	5653	5.12	0.8241	5251	In Beijing
顾及	5654	5.12	1.0029	9418	Take into account
十日	5655	5.12	0.8953	2384	Ten days
有期	5656	5.12	1.1364	4015	Term
尾巴	5657	5.12	1.2558	9038	Tail
响	5658	5.12	1.0029	1846	Ring
目睹	5659	5.12	1.0622	6298	Witness
笔	5660	5.12	1.0999	2525	Pen
交易所	5661	5.12	0.7990	3304	Exchange
大臣	5662	5.12	1.1183	3970	Chancellor
教科书	5663	5.12	1.2558	4400	Textbook
批复	5664	5.12	1.0622	7353	Reply
对方	5665	5.12	0.9179	2519	Other side
家电	5666	5.12	1.2061	8327	Appliances
年龄	5667	5.12	1.1542	1562	Age
开设	5668	5.12	1.0812	4075	Open
躺	5669	5.12	1.1542	6340	Lie
录音	5670	5.12	1.0428	6012	Recording
贡	5671	5.12	1.2229	4974	Tribute
period	5672	5.12	1.3498	7583	period
马克思	5673	5.12	1.3192	738	Marx
命	5674	5.12	1.1364	1477	Life
对待	5675	5.12	1.0428	1865	Treat
子弟	5676	5.12	0.9398	7946	Children
板	5677	5.12	1.3346	3085	Board
欧盟	5678	5.12	1.0428	9953	EU
塔	5679	5.12	1.0428	3789	Tower
填	5680	5.12	1.3498	7208	Fill
流向	5681	5.12	1.0029	5040	Flow
头	5682	5.12	1.0622	1575	Head
那	5683	5.12	1.2229	229	That
消息	5684	5.12	1.3192	1285	News
临	5685	5.12	0.9613	5676	Face
预算	5686	5.12	0.8722	1180	Budget
交换机	5687	5.12	1.2879	8812	Switch
含有	5688	5.12	1.0812	4393	Contain
体内	5689	5.12	1.1364	7427	In vivo
接着	5690	5.12	0.9398	2678	Then
存储器	5691	5.12	0.9823	7754	Memory
交易	5692	5.12	1.3498	887	Transaction
т	5693	5.12	1.2720	6084	т
一下	5694	5.12	0.6893	1176	About
一些	5695	5.12	1.2558	140	Some
调制	5696	5.12	1.3346	9787	Modulation
论文	5697	5.12	1.0428	2628	Thesis
收购	5698	5.12	1.1718	1529	Purchase
初三	5699	5.12	1.1183	9410	Three days
慎重	5700	5.12	1.3944	5471	Careful
副刊	5701	5.12	1.1364	8451	Supplement
模拟	5702	5.12	1.0812	3699	Simulation
要件	5703	5.12	1.1542	8162	Elements
基准	5704	5.12	0.5584	5344	Datum
国土	5705	5.12	1.3346	4253	Land
马歇尔	5706	5.12	0.9179	6856	Marshall
报社	5707	5.12	1.1364	5382	Newspaper office
医治	5708	5.12	1.3797	9123	Heal
含量	5709	5.12	1.1183	4772	Content
村镇	5710	5.12	0.8953	7868	Villages and small towns
一次	5711	5.12	0.5938	301	Once
民國	5712	5.12	1.2879	8931	Republic
渐	5713	5.12	1.1183	4913	Gradually
信箱	5714	5.12	1.4234	9979	Mailbox
土壤	5715	5.12	1.1718	2834	Soil
里程	5716	5.12	0.8485	7945	Mileage
做人	5717	5.12	0.8241	8374	Behave
预备役	5718	5.12	1.3944	7423	Reservists
椭圆	5719	5.12	1.1891	6304	Oval
流派	5720	5.12	1.2558	5573	School
缓	5721	5.12	0.8485	5571	Slow
years	5722	5.12	0.9613	8190	years
分钟	5723	5.12	0.9823	4997	Minute
字符	5724	5.12	0.9179	6021	Character
细则	5725	5.10	1.1112	3731	Articles
数据库	5726	5.10	1.0351	3142	Database
乡镇	5727	5.10	1.1995	974	Villages and towns
斯洛伐克	5728	5.10	1.3132	6603	Slovakia
应对	5729	5.10	1.1473	4009	Response
东南亚	5730	5.10	1.0546	3054	Southeast Asia
五四	5731	5.10	1.4178	3056	Fifty-four
社员	5732	5.10	0.9530	4151	Members
主任	5733	5.10	0.9949	1116	Director
根源	5734	5.10	1.2330	2898	Source
多边	5735	5.10	1.3132	4617	Multilateral
缔造	5736	5.10	1.3740	9505	Create
要素	5737	5.10	1.0546	1693	Elements
执行	5738	5.10	1.1995	366	Execution
要么	5739	5.10	1.1824	5906	Either
在下	5740	5.10	0.9742	5128	Next
搬	5741	5.10	1.0351	7557	Move
此间	5742	5.10	0.6468	8834	Here
纵深	5743	5.10	1.0152	7995	Depth
中午	5744	5.10	0.6776	6838	Noon
改编	5745	5.10	0.9530	6972	Adaptation
应该	5746	5.10	1.2817	362	Should
品种	5747	5.10	1.2495	2197	Breed
谁	5748	5.10	1.0738	1805	Who
租金	5749	5.10	1.5286	4116	Rent
情形	5750	5.10	1.0546	1313	Situation
五大	5751	5.10	0.9091	4250	Five
有的是	5752	5.10	1.0546	4176	Some
外面	5753	5.10	1.2164	4643	Outside
复制	5754	5.10	1.2976	3927	Copy
住所	5755	5.10	1.0152	8277	Residence
牧	5756	5.10	0.8864	3845	Shepherd
或许	5757	5.10	1.0351	3818	Perhaps
模式	5758	5.10	1.0351	821	Mode
出入	5759	5.10	0.7354	8490	Discrepancy
起义	5760	5.10	1.5017	2248	Uprising
法制	5761	5.10	1.2976	1615	Legal system
数额	5762	5.10	1.1995	2772	Amount
磁盘	5763	5.10	0.9742	8329	Disk
number	5764	5.10	1.1473	6652	number
楼梯	5765	5.10	0.9742	9566	Stairs
对外	5766	5.10	0.9949	763	Foreign
一例	5767	5.10	1.0546	7474	One case
時	5768	5.10	1.0926	3965	Time
句法	5769	5.10	0.7354	9257	Syntax
兵	5770	5.10	1.2976	3344	Soldier
歲	5771	5.10	1.1294	7994	Years
小商品	5772	5.10	1.0152	8617	Commodity
止境	5773	5.10	0.9313	9294	End
以期	5774	5.10	0.9530	5441	To
贵州	5775	5.10	0.9949	4487	Guizhou
布置	5776	5.10	0.9313	5003	Decorate
宿舍	5777	5.10	1.0546	5125	Dormitory
人力	5778	5.10	1.4178	1777	Human
缔结	5779	5.10	1.1824	5306	Conclude
接近	5780	5.10	1.2657	1989	Approaching
用工	5781	5.10	1.1294	7536	Employment
史	5782	5.10	0.9530	883	History
松	5783	5.10	1.0152	5545	Loose
结算	5784	5.10	0.9949	2665	Settlement
后方	5785	5.10	1.2330	4565	Rear
自身	5786	5.10	1.0926	922	Itself
秘书	5787	5.10	0.7890	1355	Secretary
嘴	5788	5.10	1.1995	9470	Mouth
表决	5789	5.10	1.0738	5025	Vote
校	5790	5.10	0.9530	1188	School
网站	5791	5.10	0.8631	4550	Website
用	5792	5.10	0.8631	132	Use
镇	5793	5.10	0.6776	2572	Town
安排	5794	5.10	1.0152	771	Arrangement
主义	5795	5.10	0.9530	29	Doctrine
何等	5796	5.10	0.9742	9543	What
参数	5797	5.10	1.1824	3239	Parameter
理应	5798	5.10	1.1650	8850	Should
沉思	5799	5.10	1.3740	8430	Meditation
数目	5800	5.10	0.5051	4279	Number
练习	5801	5.10	0.9742	4318	Exercise
透露	5802	5.10	1.5682	4875	Disclose
高低	5803	5.10	1.1294	3792	Height
上旬	5804	5.10	0.8631	6628	Early
侯	5805	5.10	1.1995	3665	Marquis
美方	5806	5.10	1.5017	7159	United States
杠杆	5807	5.10	0.8631	3471	Lever
institution	5808	5.10	1.4178	8391	institution
设法	5809	5.10	1.0738	4234	Try
定	5810	5.10	1.0152	466	Fixed
de	5811	5.10	0.9742	6336	de
厘	5812	5.10	0.9091	3058	PCT
沙	5813	5.10	1.1294	5242	Sand
血统	5814	5.10	0.7354	9760	Lineage
市民	5815	5.10	1.1294	2554	Citizen
密度	5816	5.10	1.0152	3972	Density
态势	5817	5.10	1.3439	3974	Situation
小队	5818	5.10	0.7890	9389	Squad
越南	5819	5.10	1.2495	2581	Vietnam
数字	5820	5.10	0.8144	1650	Digital
献身	5821	5.10	1.4743	6613	Devote
电流	5822	5.10	0.5803	9468	Electric current
年末	5823	5.10	1.5419	3547	End
再版	5824	5.10	1.1112	8685	Reprint
卡车	5825	5.10	1.2330	6741	Truck
调动	5826	5.10	1.1294	2063	Transfer
河西	5827	5.10	0.7626	8379	Hexi
雇用	5828	5.10	1.3286	6726	Employment
里斯	5829	5.10	0.8631	7381	Reece
when	5830	5.10	0.8864	8493	when
街	5831	5.10	0.9530	4203	Street
自我	5832	5.10	1.1995	1158	Self
世纪	5833	5.10	0.9949	451	Century
各省	5834	5.10	1.2495	3041	Provinces
插入	5835	5.10	1.1473	6711	Insert
市政	5836	5.10	1.2976	4226	Municipal administration
机电	5837	5.10	1.0152	4869	Electrical
方面	5838	5.10	0.7354	70	Aspect
众议院	5839	5.10	1.0152	9369	House of Representatives
认为	5840	5.10	0.6468	148	Think
辈	5841	5.10	1.0152	9364	Generation
al	5842	5.10	0.5051	5826	al
吸取	5843	5.10	1.4178	3537	Draw
公告	5844	5.10	0.9530	3814	Announcement
深	5845	5.10	1.2657	1028	Deep
纳入	5846	5.10	1.0546	3055	Included
裤	5847	5.10	1.1650	8651	Pants
by	5848	5.10	0.8864	2575	by
pp	5849	5.10	0.9949	8907	pp
惯例	5850	5.10	0.9091	3907	Convention
矿物	5851	5.10	0.9949	6126	Mineral
形容词	5852	5.10	1.2817	9887	Adjective
县城	5853	5.10	0.7354	3968	County seat
构造	5854	5.10	0.8391	3692	Structure
杯	5855	5.10	0.9313	7905	Cup
班	5856	5.10	0.8391	1376	Class
另外	5857	5.10	1.1824	944	Other
季度	5858	5.10	1.4178	3292	Quarterly
类别	5859	5.10	0.4629	4254	Category
双重	5860	5.10	1.1995	3371	Double
地势	5861	5.10	0.6776	9090	Terrain
转折点	5862	5.10	1.3887	7043	Turning point
火力	5863	5.10	1.1112	7503	Firepower
海事	5864	5.10	0.8631	7900	Maritime
老人	5865	5.10	1.3590	2555	Old people
潜在	5866	5.10	1.2976	2891	Potential
评判	5867	5.10	1.2657	6920	Judge
劝说	5868	5.10	1.4178	8291	Persuasion
初版	5869	5.10	0.9530	6074	First edition
有点	5870	5.10	0.9091	2981	Somewhat
差不多	5871	5.10	1.0926	2661	Almost
用地	5872	5.10	1.0351	4275	Land
文本	5873	5.10	0.9313	3018	Text
自治区	5874	5.10	0.7071	2337	Autonomous region
分工	5875	5.10	1.4463	2029	Division of work
迄今	5876	5.10	1.3740	3539	So far
少见	5877	5.10	1.2657	5454	Rare
有线	5878	5.10	1.0546	5736	Wired
当成	5879	5.10	1.0152	5955	As
成套	5880	5.10	0.8864	6009	Complete
com	5881	5.10	1.1824	9819	com
鉴定	5882	5.10	1.5286	2506	Appraisal
三峡	5883	5.10	1.3132	6758	The three gorges
口	5884	5.10	0.7626	1359	Mouth
猛烈	5885	5.10	1.3887	5049	Violent
草案	5886	5.10	0.9313	1912	Draft
可谓	5887	5.10	0.8144	5723	Can be described as
专区	5888	5.10	1.1824	7926	Area
丝毫	5889	5.10	0.9313	5915	Slightest
育龄	5890	5.10	1.2657	8574	Childbearing
