Word	Havg	StDev	FreqList	translation
ومع	6408	5.18	0.8003	1922	With
فترة	6409	5.18	0.7743	750	Period
الآخرون	6410	5.18	1.0437	2889	Others
تسعة	6411	5.18	0.7197	1897	Nine
سيمون	6412	5.18	0.9624	3274	Simon
ذات	6413	5.18	0.4819	629	With
بريت	6414	5.18	0.5602	8089	Brett
الامور	6415	5.18	0.7475	1247	Things
اون	6416	5.18	0.5602	3371	Online
الحكم	6417	5.18	1.2237	2824	Referee
سـوف	6418	5.18	0.8734	7892	Will
سانت	6419	5.18	0.5602	3639	St
أمرك	6420	5.18	0.9833	4009	Order
إريك	6421	5.18	1.0821	5877	Eric
اللغز	6422	5.18	1.0240	8215	Puzzle
هاهي	6423	5.18	1.0821	4958	Here
غرانت	6424	5.18	0.7743	9520	Grant
ريتا	6425	5.18	0.9190	6850	Rita
أدعك	6426	5.18	0.6606	5854	Let you
طيلة	6427	5.18	0.8254	3396	Throughout
السنوات	6428	5.18	1.1899	2254	Years
فيه	6429	5.18	0.4375	204	Where
سيطرة	6430	5.18	1.4941	7053	Control
بعدها	6431	5.18	0.8254	1081	Then
بعض	6432	5.18	0.9833	67	Some
ثوان	6433	5.18	0.8254	6640	Seconds
سكارليت	6434	5.18	1.1899	5677	Scarlett
انني	6435	5.18	0.5956	511	I
مونيكا	6436	5.18	1.0631	7489	Monica
اللذين	6437	5.18	0.5602	9517	Who
العادة	6438	5.18	0.8965	5446	Habit
بشأنك	6439	5.18	0.8734	4421	About you
الرقم	6440	5.18	0.5956	1388	No.
القس	6441	5.18	1.5477	5182	Rev.
كارلا	6442	5.18	0.9190	7221	Carla
خلاله	6443	5.18	0.6289	7844	Which
بعضكما	6444	5.18	0.7475	8001	Bedkma
الساق	6445	5.18	0.8497	9749	Leg
والذى	6446	5.18	0.8734	6206	Which
فيهم	6447	5.18	0.5956	3635	Including
عليكم	6448	5.18	0.6289	963	You
للحمام	6449	5.18	1.0437	7504	To the bathroom
انصت	6450	5.18	0.8497	5616	Listen
وخمسون	6451	5.18	0.4819	8410	Fifty-
أسم	6452	5.18	0.8965	4054	Name
مناطق	6453	5.18	0.8254	8174	Areas
بعده	6454	5.18	0.8254	8798	After
قوله	6455	5.18	0.7475	1952	Saying
ضمن	6456	5.18	0.6606	2329	Within
اسألك	6457	5.18	0.7743	6480	Ask
يوما	6458	5.18	0.6606	1397	Days
أنهما	6459	5.18	0.5602	6056	They
دقيقتان	6460	5.18	0.6289	5952	Minutes
الولاية	6461	5.18	1.4097	3531	State
باننا	6462	5.18	0.7197	9294	We
التعليمات	6463	5.18	1.0240	5708	FAQ
تحركي	6464	5.18	0.9409	5624	Locomotor
حولها	6465	5.18	0.9833	5486	Around
نهائي	6466	5.18	1.3952	7575	Final
دونالد	6467	5.18	1.0631	5132	Donald
وهو	6468	5.18	0.8497	295	It is
تينا	6469	5.18	1.1373	5506	Tina
الجزء	6470	5.18	0.5956	1130	Part
سأريك	6471	5.18	1.1551	4041	I'll show you
المقعد	6472	5.18	0.9409	3672	Seat
تذهبوا	6473	5.18	0.7743	7423	Go
إشارة	6474	5.18	1.2070	2144	Signal
بالنسبة	6475	5.18	0.4819	325	For
إخبار	6476	5.18	0.9624	7155	Tell
تانيا	6477	5.18	0.7475	7220	Tania
تونى	6478	5.18	0.8003	5228	Tony
ليقوم	6479	5.18	1.0631	9235	The
أحدا	6480	5.18	0.5226	3296	Anyone
أعمق	6481	5.18	1.2728	7873	Deeper
قلها	6482	5.18	1.0437	5103	Say
إننى	6483	5.18	0.8734	2357	I am
الفعل	6484	5.18	0.7197	6550	Act
جاك	6485	5.18	1.0039	308	Jack
ليونارد	6486	5.18	0.4819	7349	Leonard
بريا	6487	5.18	0.8497	5846	Priya
بديل	6488	5.18	1.1373	6781	Alternative
أيوجد	6489	5.18	0.8254	7011	There a
بأنني	6490	5.18	0.9409	685	I
آل	6491	5.18	1.0039	2576	Al
لهذه	6492	5.18	0.6289	749	This
اعتقدت	6493	5.18	0.8497	785	I thought
ماغي	6494	5.18	1.0437	9389	Maggie
ماركو	6495	5.18	1.1373	4936	Marco
وعلى	6496	5.18	0.5602	1865	And
أبلغ	6497	5.18	1.2237	7233	Reported
محارب	6498	5.18	1.7225	7284	Warrior
اخرى	6499	5.18	1.0039	480	Other
هلم	6500	5.18	1.2070	5602	So
سلة	6501	5.18	0.8003	8276	Basket
نلقي	6502	5.18	0.8734	9741	Take
المركزية	6503	5.18	1.2728	3629	Central
لأننى	6504	5.18	0.6606	2336	Because I
وضعنا	6505	5.18	0.7743	5898	We
huh	6506	5.18	1.2567	4970	huh
هانا	6507	5.18	1.2070	4147	Hannah
البقر	6508	5.18	1.3354	3114	Cow
الغربي	6509	5.16	1.1669	5051	Western
المدى	6510	5.16	0.7656	6031	Term
ثلاثون	6511	5.16	0.7656	3499	Thirty
جيمى	6512	5.16	0.6503	3305	Jimmy
بوصة	6513	5.16	0.5841	9005	Inch
أرضية	6514	5.16	0.7103	9127	Ground
ذاهب	6515	5.16	0.9553	662	Going
لعدة	6516	5.16	0.6809	4776	For several
بشأنه	6517	5.16	0.5481	2364	Thereon
عامين	6518	5.16	1.1493	5338	Two years
بها	6519	5.16	0.7103	139	By
دور	6520	5.16	0.6181	1371	Role
يفترض	6521	5.16	0.9337	1294	Supposed
تومى	6522	5.16	0.7103	7593	Tommy
تبيع	6523	5.16	1.1669	5343	Sell
خلالها	6524	5.16	0.7103	8753	Which
دافيد	6525	5.16	0.6181	7820	David
الأحد	6526	5.16	1.1493	2605	Sunday
أمري	6527	5.16	1.0759	7230	Warrants
تظن	6528	5.16	0.7103	661	You think
للداخل	6529	5.16	0.6503	2128	Inside
لجعل	6530	5.16	0.5841	5246	To make
وبينك	6531	5.16	0.5095	8854	Pink
عليكما	6532	5.16	0.7656	7071	You both
السائل	6533	5.16	0.8418	9033	Liquid
وأنتم	6534	5.16	0.5095	4861	And you
ألبرت	6535	5.16	0.9337	4188	Albert
عادي	6536	5.16	0.7918	2667	Normal
اليس	6537	5.16	0.8172	350	Wallis
أبالي	6538	5.16	1.0947	9224	Oblivious
وضعها	6539	5.16	0.9553	6331	Placed
العد	6540	5.16	0.7384	5340	Count
اليها	6541	5.16	0.5095	2369	It
روني	6542	5.16	0.9337	3125	Rooney
حوله	6543	5.16	0.8172	3144	Around
أنفسهم	6544	5.16	0.7103	2878	Themselves
تبحث	6545	5.16	0.7918	1182	Looking
ذلك	6546	5.16	0.7656	12	That
عرضي	6547	5.16	1.1132	8541	Accidental
ليز	6548	5.16	0.9971	4662	Liz
إنهـا	6549	5.16	0.6503	4694	It
بينى	6550	5.16	0.5841	6088	Penny
ليوم	6551	5.16	0.6503	4173	For a day
ذراعه	6552	5.16	0.5841	8824	Arm
ثمان	6553	5.16	0.9765	5858	Eight
قوموا	6554	5.16	0.8418	7818	Arise
السادسة	6555	5.16	0.7656	2126	Sixth
بقى	6556	5.16	0.9116	6243	Remained
كيرا	6557	5.16	1.0947	3584	Keira
اندي	6558	5.16	1.2993	8913	Andy
أنتما	6559	5.16	0.5841	1358	Ye
حاولنا	6560	5.16	1.0174	5334	We tried to
شأنه	6561	5.16	0.7103	7909	Would
علبة	6562	5.16	0.6181	3789	Tray
gonna	6563	5.16	0.8172	9036	gonna
حساب	6564	5.16	0.9971	2995	Account
أسرار	6565	5.16	1.2014	6791	Secrets
أرجو	6566	5.16	1.3303	2082	I
تيك	6567	5.16	0.9765	9616	Tech
إتش	6568	5.16	0.6809	5365	HP
جونى	6569	5.16	0.7656	5609	Johnny
المجلس	6570	5.16	0.9971	3543	Council
منها	6571	5.16	0.6181	373	Including
مرت	6572	5.16	0.8172	3468	Passed
بالنسبه	6573	5.16	0.6181	3732	For
منك	6574	5.16	0.5095	197	You
الخمسة	6575	5.16	0.4219	5475	Five
جونسون	6576	5.16	0.8889	4260	Johnson
بالطابق	6577	5.16	0.9553	6775	Floor
المختلفة	6578	5.16	0.9971	8991	Different
سترى	6579	5.16	1.2014	3918	You'll see
اكن	6580	5.16	0.7103	1394	I
قسم	6581	5.16	1.0947	1215	Section
بحال	6582	5.16	0.7918	8744	Condition
أجزاء	6583	5.16	0.7656	5880	Parts
سألتك	6584	5.16	0.5481	6597	I asked
تيفاني	6585	5.16	1.0373	9874	Tiffany
الدرجة	6586	5.16	0.9553	1861	Class
الثامنة	6587	5.16	0.7656	2237	Eighth
جوانا	6588	5.16	0.8418	8697	Joanna
الدرس	6589	5.16	1.0568	5387	Lesson
سته	6590	5.16	0.9553	7988	Six
بيري	6591	5.16	0.8418	5954	Perry
بيلى	6592	5.16	0.8172	4792	Billy
يسيطر	6593	5.16	1.4337	8829	Controlled
لورانس	6594	5.16	1.0174	7024	Lawrence
العشرون	6595	5.16	0.8418	8995	Twenty
أبحث	6596	5.16	0.7656	951	Looking
بتغيير	6597	5.16	0.9116	7515	Change
ستقول	6598	5.16	0.9337	4165	Say
ظننت	6599	5.16	1.0568	752	I thought
أنتظرى	6600	5.16	1.0174	7485	Wait
اتبع	6601	5.16	0.7918	8000	Follow
بأني	6602	5.16	0.6503	920	I
بطاقة	6603	5.16	1.0373	1834	Card
إلين	6604	5.16	0.9765	9035	Ellen
نكن	6605	5.16	0.5481	2706	We
يخرج	6606	5.16	1.3456	1333	Out
تنفذ	6607	5.16	1.0568	9635	Implemented
العنق	6608	5.16	1.2182	9200	Neck
أننى	6609	5.16	0.5481	455	I am
اليومية	6610	5.16	0.6809	9332	Daily
التحمل	6611	5.16	1.1843	9451	Endurance
بمثل	6612	5.16	0.9765	3086	Such
حالها	6613	5.16	0.7656	7535	Unchanged
جيسون	6614	5.16	0.4677	5311	Jason
إنتباه	6615	5.16	0.8418	5266	Attention
الباردة	6616	5.16	1.3303	9081	Cold
بينك	6617	5.16	0.7918	3745	Pink
تلك	6618	5.16	0.5481	63	Those
أخمن	6619	5.16	0.9765	4419	I guess
أنى	6620	5.16	0.6503	1029	Wherever
عندكم	6621	5.16	0.5095	8357	You have
أعرض	6622	5.16	1.1132	6105	Introduce
شـيء	6623	5.16	0.6809	4891	Something
أيهما	6624	5.16	0.7384	9707	Whichever
they	6625	5.16	1.2182	9610	they
اتجاه	6626	5.16	0.5841	6235	Direction
معة	6627	5.16	0.6809	8411	Lumen
داعي	6628	5.16	0.9116	2046	Needless
مالكولم	6629	5.16	1.0174	7995	Malcolm
أربعون	6630	5.16	0.9971	7259	Forty
مثل	6631	5.16	0.7918	69	Such as
نداء	6632	5.16	1.2675	4238	Call
ويجب	6633	5.16	0.9765	2194	It must
واحد	6634	5.16	0.7918	104	One
قدمه	6635	5.16	0.6181	9578	Submitted
تقومين	6636	5.16	0.6503	3966	're
تأخذه	6637	5.16	0.9765	7245	Take
سونيا	6638	5.16	1.2993	5847	Sonia
يقولوا	6639	5.16	0.7918	8544	Say
يقولونه	6640	5.16	0.5095	9929	They're saying
الذي	6641	5.16	0.5481	37	Which
رودي	6642	5.16	0.6503	7019	Rudy
محمل	6643	5.16	0.8889	7319	Loader
الأقدام	6644	5.14	0.7827	5700	Foot
الأصغر	6645	5.14	1.0104	7228	Smaller
ستان	6646	5.14	0.9899	2840	Stan
فأنت	6647	5.14	0.6064	1100	You
الاثنين	6648	5.14	0.7287	2229	Monday
أظنك	6649	5.14	0.8809	5994	I think you
الخامس	6650	5.14	0.8332	2755	V
لأننا	6651	5.14	0.6064	1415	Because we
الاسئلة	6652	5.14	1.4984	9796	Frequently asked questions
الخطب	6653	5.14	1.1954	2493	Speeches
إيثان	6654	5.14	0.8809	4935	Ethan
رائحتك	6655	5.14	1.3554	7141	Smell
with	6656	5.14	0.7827	4049	with
لوس	6657	5.14	0.6064	1195	Los
نوعية	6658	5.14	0.7287	7682	Quality
ولذلك	6659	5.14	0.7827	3631	Therefore
ثمنها	6660	5.14	0.9899	7194	Price
بأحد	6661	5.14	0.4522	4124	One
المحلية	6662	5.14	0.9691	5603	Local
اطلاق	6663	5.14	1.1782	2924	Launch
حينها	6664	5.14	0.7827	1556	Then
المطلوب	6665	5.14	0.8332	4050	Required
أنصت	6666	5.14	1.1430	5620	Harken
طوال	6667	5.14	0.9260	290	Throughout
بإعادة	6668	5.14	1.1782	9334	Re
جوليان	6669	5.14	0.8332	5254	Julian
للخارج	6670	5.14	1.1782	1777	Out
فقلت	6671	5.14	0.5349	9272	I said,
بروس	6672	5.14	0.9260	2456	Bruce
القرن	6673	5.14	0.6392	2674	Century
أيضآ	6674	5.14	0.6704	9733	Also states
الحذاء	6675	5.14	1.2456	4181	Boot
إليها	6676	5.14	0.5349	939	To
حان	6677	5.14	0.8084	538	It
عريف	6678	5.14	1.2124	8741	Corporal
بأنك	6679	5.14	0.7562	343	You
تكن	6680	5.14	0.6392	286	Not
مازالوا	6681	5.14	0.8084	8450	Still
الموقف	6682	5.14	1.0304	1805	Position
إلـى	6683	5.14	0.5349	2987	To
كأني	6684	5.14	0.7562	8458	If I were
هذة	6685	5.14	0.5349	406	This
أتظنين	6686	5.14	0.9478	8440	Do you think
تخبر	6687	5.14	0.7562	2367	Tell
حذاء	6688	5.14	1.2456	3853	Shoe
منكما	6689	5.14	0.7001	6166	Both of you
الجبهة	6690	5.14	1.1250	9349	Front
بدل	6691	5.14	1.1430	7481	Instead of
here	6692	5.14	0.8809	8336	here
الكونت	6693	5.14	1.1068	8689	Count
لآخر	6694	5.14	0.7287	4119	To another
صيني	6695	5.14	1.1430	8562	Chinese
مارتن	6696	5.14	0.6704	1939	Martin
واي	6697	5.14	0.6064	5687	Wi
انتظري	6698	5.14	1.1068	966	Wait
هـذه	6699	5.14	0.4522	4202	This
روبرت	6700	5.14	0.8574	1508	Robert
ترايسي	6701	5.14	0.4522	6808	Tracy
بينكما	6702	5.14	0.7287	8477	Between you
الثانيه	6703	5.14	0.9260	6780	Two o'clock
أنهي	6704	5.14	0.8809	4849	Finish
اسابيع	6705	5.14	1.0882	5505	Weeks
اترى	6706	5.14	0.7001	6886	Not see
بداخلها	6707	5.14	0.6064	5496	Inside
وقتا	6708	5.14	0.7001	2209	Time
by	6709	5.14	1.0304	1545	by
هيوستن	6710	5.14	1.0882	6351	Houston
ديزي	6711	5.14	0.6704	5644	Daisy
يتبقى	6712	5.14	0.7562	5243	Left
العضو	6713	5.14	0.8809	8874	Lists
لثانية	6714	5.14	0.6704	5432	For a second
بيل	6715	5.14	0.8084	947	Bill
إلى	6716	5.14	0.3505	17	To
در	6717	5.14	1.0500	4515	Dr.
قضيت	6718	5.14	1.0882	2146	I spent
أدلة	6719	5.14	1.1954	7815	Evidence
just	6720	5.14	1.0104	5492	just
المواد	6721	5.14	0.7001	4051	Materials
المحلي	6722	5.14	0.8332	9977	Local
طبقا	6723	5.14	0.5349	6465	According
لازلت	6724	5.14	0.9037	2830	I still
والتر	6725	5.14	0.9691	1785	Walter
الخامسة	6726	5.14	0.7001	2056	Fifth
جزءا	6727	5.14	0.7562	9510	Part
روجر	6728	5.14	0.5349	2616	Roger
وعشرون	6729	5.14	0.5349	3002	Twenty-
أسباب	6730	5.14	0.6392	6485	Reasons
كأنني	6731	5.14	0.5718	5760	Like
فكل	6732	5.14	0.5349	7689	Each
يكونوا	6733	5.14	0.6064	1190	Be
وكل	6734	5.14	0.6064	823	Each
بوي	6735	5.14	1.3852	7252	Boy
علينا	6736	5.14	0.8332	158	We
نوع	6737	5.14	0.6064	352	Type
يقال	6738	5.14	0.8332	4008	Said
الخلفية	6739	5.14	0.9899	4659	Background
تحتاجون	6740	5.14	1.0882	8573	Need
المخزن	6741	5.14	1.2618	4940	Store
وايضا	6742	5.14	0.4953	9729	And also
بشأنها	6743	5.14	0.7001	6246	Thereon
جانبا	6744	5.14	0.9260	5119	Aside
الثلاثة	6745	5.14	0.8084	2058	Three
والنصف	6746	5.14	0.4953	4639	And a half
مورغان	6747	5.14	0.9899	5809	Morgan
سنتين	6748	5.14	0.9037	3071	Two years
لهؤلاء	6749	5.14	0.6704	4355	For those
وقام	6750	5.14	0.6392	7842	The
one	6751	5.14	1.1068	7624	one
لأني	6752	5.14	0.5349	783	For I
بينما	6753	5.14	0.6392	446	While
الغرب	6754	5.14	1.2291	3945	West
مرة	6755	5.14	0.8809	116	Once
التحكم	6756	5.14	1.6783	2033	Control
بأنها	6757	5.14	0.7562	1049	As
بيرسي	6758	5.14	0.6064	7143	Percy
كونور	6759	5.14	0.8332	6585	Connor
كهذا	6760	5.14	0.6704	855	Such a
كيتي	6761	5.14	0.7001	4189	Kitty
يدفعون	6762	5.14	0.9691	5538	Pay
رايموند	6763	5.12	0.9823	6458	Raymond
أخذته	6764	5.12	0.7990	7057	I took
تكمن	6765	5.12	0.7730	9643	Lies
دورة	6766	5.12	0.9823	3750	Cycle
أنها	6767	5.12	0.3854	140	They
قالته	6768	5.12	0.9613	6187	She said
لأن	6769	5.12	0.9398	203	Because
ماكس	6770	5.12	0.8485	889	Max
كلاهما	6771	5.12	0.4798	2584	Both
يكفي	6772	5.12	1.0428	539	Enough
اربع	6773	5.12	0.6590	5488	Four
اولئك	6774	5.12	0.5584	7498	Those
جوردن	6775	5.12	0.7183	6228	Gordon
بمرور	6776	5.12	0.5938	8319	Over
جوناثان	6777	5.12	0.6893	7085	Jonathan
مارتى	6778	5.12	1.0029	9738	Marty
رأسه	6779	5.12	0.8722	1837	Head
قـد	6780	5.12	0.4352	9306	May
داعى	6781	5.12	0.7183	7468	Da'i
ذو	6782	5.12	0.3854	938	With
أهو	6783	5.12	0.8722	2683	Aho
هذين	6784	5.12	0.5938	5626	These
بالضرورة	6785	5.12	1.0812	9409	Necessarily
بمن	6786	5.12	0.6273	4290	Including
أنتوني	6787	5.12	0.5584	8119	Anthony
اننا	6788	5.12	0.5584	554	We
أخذها	6789	5.12	1.2229	4903	Taken
قواعد	6790	5.12	0.9398	3714	Rules
بأننا	6791	5.12	0.4798	1162	We
كودي	6792	5.12	0.6273	6528	Cody
وواحد	6793	5.12	0.4352	9197	And one
احدى	6794	5.12	0.5938	4528	One
الأخبار	6795	5.12	0.9398	1277	News
حيث	6796	5.12	0.5584	251	Where
ليني	6797	5.12	0.4352	7109	Lenny
حالتها	6798	5.12	0.6893	9852	Condition
قدميك	6799	5.12	0.7183	5057	Your feet
الهنود	6800	5.12	1.0029	5581	Indians
الحراسة	6801	5.12	1.1891	7407	Receivership
فهي	6802	5.12	0.5206	1886	They are
قلتي	6803	5.12	0.9613	4062	You said
السؤال	6804	5.12	0.8485	1008	Question
أما	6805	5.12	1.1364	1163	The
تيد	6806	5.12	0.9179	2847	Ted
علـى	6807	5.12	0.4352	2232	On
يورك	6808	5.12	0.6590	4465	York
وحدات	6809	5.12	0.7730	8261	Units
on	6810	5.12	0.8722	2871	on
العاشر	6811	5.12	1.0999	9599	X
لانى	6812	5.12	0.6590	6726	I
ستيوارت	6813	5.12	1.0622	3736	Stewart
ركبتيك	6814	5.12	0.9179	7249	Your knees
سؤالا	6815	5.12	0.9179	8857	Question
مارثا	6816	5.12	1.0029	5448	Martha
عندما	6817	5.12	0.5206	48	When
أتسائل	6818	5.12	1.0428	2085	I wonder
فـي	6819	5.12	0.4798	1574	In
هيلي	6820	5.12	0.9613	9656	Healy
الشيئ	6821	5.12	0.4352	2517	Thing
بيتسي	6822	5.12	0.6590	8535	Betsy
احدكم	6823	5.12	0.5938	7488	Any of you
السبب	6824	5.12	0.6590	447	Why
بوقت	6825	5.12	0.6893	4067	Time
تارا	6826	5.12	0.8722	8551	Tara
هذا	6827	5.12	0.4798	3	This
تفعلينه	6828	5.12	0.8953	3265	You are doing
بأشياء	6829	5.12	0.4798	6163	Things
لتوي	6830	5.12	0.4798	8393	Just
ميشيل	6831	5.12	1.2395	3355	Michelle
وأنك	6832	5.12	0.7183	5236	And you
تدعني	6833	5.12	1.0029	5866	Let me
براندون	6834	5.12	0.5584	7025	Brandon
اني	6835	5.12	0.6273	506	I
سلك	6836	5.12	1.0029	8926	Wire
بيلي	6837	5.12	0.8722	1362	Billy
يعيد	6838	5.12	0.9398	7432	Restores
الدورة	6839	5.12	1.1891	8528	Session
بوضع	6840	5.12	0.5938	4478	Status
لسبب	6841	5.12	0.7183	3455	For some reason
الكولونيل	6842	5.12	1.1183	6977	Colonel
يجب	6843	5.12	1.2558	31	Must
نيلسون	6844	5.12	0.8241	8787	Nelson
مارلي	6845	5.12	0.9398	7730	Marley
آجل	6846	5.12	0.8241	2894	Futures
وكأني	6847	5.12	0.7730	9239	If I were
وكأنك	6848	5.12	0.8485	4294	Like
تعيد	6849	5.12	1.1542	5079	Re
أولئك	6850	5.12	0.6273	868	Those
اقضي	6851	5.12	1.0812	9001	Spend
مخطط	6852	5.12	1.3037	7193	Scheme
مارتي	6853	5.12	0.5206	3433	Marty
هما	6854	5.12	0.8485	3137	Two
ذاهبون	6855	5.12	1.1364	2029	Going
الحائط	6856	5.12	1.1718	2129	Wall
يبحثون	6857	5.12	0.8953	3372	Looking
سألتني	6858	5.12	0.6893	6647	You ask me
يبحث	6859	5.12	0.8722	1989	Looking
باتريك	6860	5.12	0.8241	3451	Patrick
اننى	6861	5.12	0.5584	891	I
بك	6862	5.12	0.8722	144	Your
لورنزو	6863	5.12	0.8241	9657	Lorenzo
أندي	6864	5.12	0.7461	3828	Andy
سابقة	6865	5.12	1.2061	8405	Previous
جيمي	6866	5.12	1.0812	1047	Jimmy
الجهة	6867	5.12	0.6590	4562	The
مدى	6868	5.12	0.6590	936	Over
داخلي	6869	5.12	0.7461	5781	Internal
بأخذ	6870	5.12	0.9613	6572	Taking
تايلور	6871	5.12	0.7183	3892	Taylor
اللي	6872	5.12	0.3854	7144	Default
لأخذ	6873	5.12	0.6273	4787	To take
التاسعة	6874	5.12	1.0230	2579	Ninth
حرك	6875	5.12	0.9613	6827	Move
ذلـك	6876	5.12	0.4352	4751	That
أراقب	6877	5.12	0.8953	9132	Watch
ميلر	6878	5.12	0.5938	4459	Miller
يدفع	6879	5.12	0.9823	2271	Pay
أقسم	6880	5.12	0.9823	1038	I swear
نطلب	6881	5.12	0.9398	4668	Ask
تشارلى	6882	5.12	0.7730	2272	Charlie
المرات	6883	5.12	0.6273	3569	Times
بيني	6884	5.12	0.4798	2024	Penny
بهما	6885	5.12	0.8241	8953	Them
الزيت	6886	5.12	0.9613	9779	Oil
مدار	6887	5.12	0.6273	6346	Round
عنا	6888	5.12	0.5206	2259	About Us
جوني	6889	5.12	0.7730	1568	Johnny
منهما	6890	5.12	0.6273	6155	Each
كيم	6891	5.12	0.8241	2872	Kim
جي	6892	5.12	0.8485	856	LG
آندي	6893	5.12	0.7730	3383	Andy
قلت	6894	5.12	0.7990	143	I
راندي	6895	5.12	0.7730	6098	Randy
أهناك	6896	5.12	0.7730	3946	Is there
ماني	6897	5.12	0.7730	7932	Mani
كريج	6898	5.12	0.7990	9393	Craig
كايتي	6899	5.12	1.0999	7991	Katie
مايكي	6900	5.12	0.5938	9337	Mikey
حالته	6901	5.12	0.9613	6486	His
كدت	6902	5.12	0.9179	3740	I almost
قالوا	6903	5.10	1.0738	1507	Said
وليام	6904	5.10	1.0738	4203	William
طرف	6905	5.10	0.8391	5991	Party
إثنين	6906	5.10	0.5051	4140	Two
سيناتور	6907	5.10	1.0926	9147	Senator
فرد	6908	5.10	0.7354	4924	Individual
بشيء	6909	5.10	0.5440	895	Something
اكتفيت	6910	5.10	1.1112	7918	Had enough
سيدفع	6911	5.10	1.1650	5791	Pay
أتوا	6912	5.10	1.0152	5678	Came
هارفي	6913	5.10	0.5803	5284	Harvey
ايضا	6914	5.10	0.6145	464	Also
الجلد	6915	5.10	0.9530	4839	Skin
أعترف	6916	5.10	1.1824	3487	I admit
أوين	6917	5.10	0.9313	8873	Owen
انى	6918	5.10	0.5803	1238	I
ستو	6919	5.10	0.6145	4576	Stowe
افعلي	6920	5.10	0.8631	6708	افعلي
انتقلت	6921	5.10	1.1294	6175	Moved
كأننا	6922	5.10	0.7354	9277	Feels like
سنين	6923	5.10	0.8144	3326	Years
دفاع	6924	5.10	1.3132	6479	Defense
ضعها	6925	5.10	0.6468	4778	Placed
شيء	6926	5.10	0.7071	35	Something
الوضع	6927	5.10	0.6468	887	Situation
حراسة	6928	5.10	1.3439	8205	Guard
لويد	6929	5.10	0.9949	7344	Lloyd
او	6930	5.10	0.7626	294	Or
ديگه	6931	5.10	0.9313	9736	Daگh
لهم	6932	5.10	0.4165	400	Them
كشف	6933	5.10	0.9091	5160	Detection
بارت	6934	5.10	1.2976	9326	Bart
نقطة	6935	5.10	0.3642	1290	Point
يضعون	6936	5.10	1.0351	8898	Put
أمرها	6937	5.10	1.3439	9640	Her
ويليامز	6938	5.10	0.8391	9120	Williams
خلال	6939	5.10	0.8144	194	Through
لذا	6940	5.10	0.5051	103	So
خلايا	6941	5.10	0.7071	9990	Cells
الرؤوس	6942	5.10	1.0738	9015	Headers
بأننى	6943	5.10	0.3642	5281	I
المحتمل	6944	5.10	0.8631	800	Probably
بأية	6945	5.10	0.8631	7234	Any
بالذهاب	6946	5.10	0.9949	3417	Go
فتره	6947	5.10	0.7354	7217	Ended
قرون	6948	5.10	1.0546	9801	Centuries
أجله	6949	5.10	1.1294	2704	For him
يالهى	6950	5.10	1.7053	6552	يالهى
فريدي	6951	5.10	1.2976	3206	Freddie
هاريس	6952	5.10	0.9091	4244	Harris
تعرض	6953	5.10	1.1294	3282	Exposure
إنها	6954	5.10	0.3642	61	It
انتم	6955	5.10	0.4629	928	You
انتما	6956	5.10	0.7354	4245	Ye
سنتان	6957	5.10	0.7071	7052	Two years
كاثي	6958	5.10	0.7626	8493	Kathy
بعضكم	6959	5.10	0.6145	4193	Some of you
بريم	6960	5.10	0.5440	9689	Prem
طوني	6961	5.10	0.8144	7713	Tony
يـا	6962	5.10	0.5803	2776	O
ربط	6963	5.10	0.6145	8569	Link
هنري	6964	5.10	1.0152	1229	Henry
القانونية	6965	5.10	1.1294	8795	Legal
فإنها	6966	5.10	0.8631	6819	They
متن	6967	5.10	0.7354	2717	Board
بعضهما	6968	5.10	0.7354	6825	Each
ليا	6969	5.10	0.7890	6727	Leah
مثلهم	6970	5.10	0.7890	5347	Like them
جانيت	6971	5.10	1.0546	6751	Janet
هارى	6972	5.10	0.6468	3972	Harry
أوليفر	6973	5.10	0.8144	8694	Oliver
