word	rank	happs	stddev	twitter_rank	gbooks_rank	nyt_rank	lyrics_rank
#letsbehonest	5363	5.38	1.4968	--	--	--	--
ahh	5364	5.38	1.4270	1425	--	--	1517
am	5365	5.38	1.0859	71	242	131	128
announcement	5366	5.38	1.4270	--	--	2533	--
arms	5367	5.38	0.9875	2388	1003	1566	402
baltimore	5368	5.38	1.1933	4499	4693	2253	--
basis	5369	5.38	1.0079	--	651	1597	--
butler	5370	5.38	1.6022	--	--	4510	--
camino	5371	5.38	1.4412	--	--	--	3578
carved	5372	5.38	1.3076	--	--	--	4958
clark	5373	5.38	1.1761	--	4246	2092	--
coefficient	5374	5.38	1.5635	--	3941	--	--
comp	5375	5.38	0.9452	3694	--	--	--
control	5376	5.38	1.4831	1215	273	599	470
copy	5377	5.38	1.0669	1388	2096	4185	--
core	5378	5.38	1.0859	3666	2478	3868	2976
curriculum	5379	5.38	1.4831	--	3913	--	--
dec	5380	5.38	1.3536	1690	4168	481	--
deemed	5381	5.38	1.4412	--	4503	--	--
detective	5382	5.38	1.5372	--	--	3317	--
different	5383	5.38	1.2436	743	164	628	608
doctrine	5384	5.38	1.7010	--	1632	--	--
door	5385	5.38	1.2103	498	765	1630	285
files	5386	5.38	1.4270	2797	3583	4694	--
following	5387	5.38	1.6399	601	232	1198	2492
grams	5388	5.38	0.9452	--	--	4530	--
hp	5389	5.38	1.4270	3312	--	--	--
hudson	5390	5.38	1.2436	--	--	1857	--
i'll	5391	5.38	1.2919	--	--	--	--
industry	5392	5.38	1.3076	1069	723	494	3377
items	5393	5.38	1.5372	2628	1876	2305	--
jamie	5394	5.38	0.9666	3845	--	4337	4731
jesse	5395	5.38	1.4412	--	--	3092	--
latin	5396	5.38	1.3834	--	1617	2474	--
let	5397	5.38	1.0079	222	321	813	67
lite	5398	5.38	1.4270	--	--	--	--
lookin	5399	5.38	1.3686	1468	--	--	1046
machine	5400	5.38	1.2599	856	1444	2750	1195
manner	5401	5.38	1.3536	--	645	4146	--
mit	5402	5.38	1.2599	1604	--	--	1242
nelson	5403	5.38	1.2760	--	--	2466	--
nitrogen	5404	5.38	1.4412	--	4283	--	--
nucleus	5405	5.38	1.4553	--	4317	--	--
official	5406	5.38	1.0280	1228	1339	534	4923
overtime	5407	5.38	1.9472	--	--	4797	--
personnel	5408	5.38	1.1045	--	2610	3285	--
pitching	5409	5.38	1.4270	--	--	--	--
projected	5410	5.38	1.2919	--	--	4959	--
province	5411	5.38	1.4831	--	2290	4807	--
rope	5412	5.38	1.2599	--	--	--	2236
said	5413	5.38	0.9010	235	85	11	112
second	5414	5.38	1.1933	598	200	225	709
securities	5415	5.38	2.0493	--	4957	899	--
send	5416	5.38	1.3536	551	1590	1305	681
sensitivity	5417	5.38	1.7715	--	3990	--	--
shall	5418	5.38	1.2436	1271	176	4024	743
soldiers	5419	5.38	1.6399	--	1651	1821	1889
standards	5420	5.38	1.0859	--	1530	1540	--
statistically	5421	5.38	1.4126	--	--	3535	--
steps	5422	5.38	1.1229	2443	1469	2026	1634
steve	5423	5.38	0.9010	1778	--	1245	4926
tan	5424	5.38	1.7130	2894	--	--	1262
technical	5425	5.38	1.6022	4813	1455	2447	--
text	5426	5.38	1.3231	748	858	4031	--
thread	5427	5.38	1.3536	--	--	--	4500
tierra	5428	5.38	1.6149	--	--	--	4052
timbaland	5429	5.38	1.4968	--	--	--	4627
tricks	5430	5.38	1.5238	4707	--	--	2099
tunnel	5431	5.38	1.4553	--	--	4943	4099
twelve	5432	5.38	1.1586	--	1790	--	2566
wants	5433	5.38	1.3231	494	2135	988	524
wednesday	5434	5.38	1.3384	1369	--	235	4862
whew	5435	5.38	1.1933	4338	--	--	--
wordpress	5436	5.38	1.2103	2616	--	--	--
would	5437	5.38	0.8545	87	48	39	120
yards	5438	5.38	0.9234	--	3747	1953	--
year	5439	5.38	1.3536	156	173	71	641
yesterday's	5440	5.38	1.4693	--	--	--	--
comparison	5441	5.37	1.2195	--	1560	--	--
ella	5442	5.37	1.6033	--	--	--	1565
givin	5443	5.37	1.2532	--	--	--	2487
hem	5444	5.37	1.2195	--	--	--	4407
parish	5445	5.37	1.7041	--	3798	--	--
silently	5446	5.37	1.5505	--	--	--	4232
sits	5447	5.37	1.0934	--	--	--	2625
whispering	5448	5.37	1.6291	--	--	--	2818
illusions	5449	5.36	1.8109	--	--	--	4000
asked	5450	5.36	1.2739	902	438	383	952
bee	5451	5.36	1.6507	3665	--	--	2752
briefing	5452	5.36	1.2578	--	--	1013	--
britney	5453	5.36	1.6753	3273	--	--	--
capitol	5454	5.36	1.2898	--	--	4245	--
caps	5455	5.36	1.0254	4428	--	--	4996
claire	5456	5.36	1.5487	--	--	3903	--
clip	5457	5.36	1.2578	2953	--	--	2259
clips	5458	5.36	1.1739	--	--	--	3673
colonial	5459	5.36	1.3516	--	2164	--	--
constitute	5460	5.36	1.1386	--	3128	--	--
contracts	5461	5.36	1.2415	--	3570	2043	--
covering	5462	5.36	0.8751	--	3563	4636	--
customs	5463	5.36	1.6383	--	3070	--	--
dash	5464	5.36	1.4813	--	--	--	3934
delta	5465	5.36	1.0451	--	--	4830	--
dishes	5466	5.36	1.8156	3928	--	4749	--
economic	5467	5.36	1.6874	2320	318	440	--
edit	5468	5.36	1.1739	3475	--	--	--
eileen	5469	5.36	1.2081	--	--	4182	--
establishment	5470	5.36	1.2898	--	2003	4899	--
finger	5471	5.36	1.1739	1583	3539	--	1258
georgetown	5472	5.36	1.4675	--	--	4325	--
gloria	5473	5.36	1.4675	--	--	4223	4184
greene	5474	5.36	1.0451	--	--	3476	--
gud	5475	5.36	1.5618	2929	--	--	--
hall	5476	5.36	1.2081	1713	1261	592	1756
hay	5477	5.36	1.4813	452	--	--	962
heard	5478	5.36	0.8020	461	609	1240	330
jimmy	5479	5.36	1.1205	2785	--	3224	2123
linear	5480	5.36	1.1911	--	2651	--	--
liquor	5481	5.36	2.2836	4915	--	--	2372
listing	5482	5.36	1.0053	3953	--	2031	--
lmaoo	5483	5.36	1.8926	2446	--	--	--
mason	5484	5.36	0.9424	--	--	3965	--
miller	5485	5.36	1.0254	4415	3629	1132	--
milwaukee	5486	5.36	1.1739	--	--	3888	--
monde	5487	5.36	1.2739	--	--	--	4174
mouse	5488	5.36	1.9563	2531	--	--	4568
moving	5489	5.36	1.4950	1023	1441	1254	788
msn	5490	5.36	1.7468	3017	--	--	--
nba	5491	5.36	1.8490	2853	--	2412	--
nude	5492	5.36	1.9667	3316	--	--	--
nuestro	5493	5.36	1.3211	--	--	--	3348
overview	5494	5.36	1.4394	--	--	3732	--
oz	5495	5.36	1.5086	3473	--	--	--
pattern	5496	5.36	1.7700	--	1132	4299	--
port	5497	5.36	1.4394	3738	2045	1656	--
possession	5498	5.36	1.9873	--	1889	4343	--
press	5499	5.36	1.2249	1159	323	693	2272
principal	5500	5.36	1.3962	--	1195	1822	--
pronto	5501	5.36	1.2415	--	--	--	4924
quiero	5502	5.36	0.9848	4544	--	--	757
rabbi	5503	5.36	1.4535	--	--	1038	--
reposing	5504	5.36	1.5354	--	--	3011	--
russell	5505	5.36	1.3815	--	4535	2386	--
same	5506	5.36	1.2739	272	101	303	193
si	5507	5.36	1.4251	819	2917	--	405
sim	5508	5.36	0.9638	4431	--	--	--
sit	5509	5.36	1.2249	1095	2068	2463	505
sold	5510	5.36	1.2898	1749	1839	794	1207
sounded	5511	5.36	1.0451	4087	--	4735	--
staff	5512	5.36	0.8751	2030	1124	514	--
standing	5513	5.36	0.8514	2066	1290	1978	536
stocks	5514	5.36	1.2898	3417	--	1367	--
structure	5515	5.36	1.3815	--	493	2821	--
stuart	5516	5.36	1.3815	--	--	2254	--
subsequently	5517	5.36	1.1563	--	3074	--	--
sympathy	5518	5.36	1.9141	--	3364	1215	3007
taiwan	5519	5.36	1.2739	--	--	4437	--
target	5520	5.36	1.5221	2106	2484	2735	4158
teeth	5521	5.36	1.8709	1486	2398	--	1468
trenton	5522	5.36	1.3516	--	--	4459	--
tres	5523	5.36	1.5221	--	--	--	4814
trucks	5524	5.36	1.6630	--	--	3748	4435
tuesdays	5525	5.36	1.1386	--	--	3383	--
tummy	5526	5.36	1.3815	3601	--	--	--
tweeting	5527	5.36	1.9667	1085	--	--	--
verb	5528	5.36	1.1563	--	4759	--	--
vest	5529	5.36	1.1386	--	--	--	3156
wakes	5530	5.36	1.6753	--	--	--	4511
walter	5531	5.36	1.4251	--	3328	1599	--
we'd	5532	5.36	1.1563	--	--	--	--
westchester	5533	5.36	1.3962	--	--	1299	--
wi	5534	5.36	0.8751	4137	--	--	3435
wright	5535	5.36	0.9848	--	--	2892	--
you'd	5536	5.36	1.1563	--	--	--	--
yugoslavia	5537	5.36	1.3815	--	--	4614	--
emperor	5538	5.35	2.0576	--	2081	--	--
thesis	5539	5.35	1.8507	--	3921	--	--
chevy	5540	5.35	1.7145	--	--	--	4182
della	5541	5.35	1.1824	--	--	--	4960
finite	5542	5.35	1.4513	--	4629	--	--
loot	5543	5.35	2.0872	--	--	--	3159
motive	5544	5.35	1.4938	--	4491	--	--
define	5545	5.34	1.0689	--	2760	--	4699
#news	5546	5.34	1.3940	--	--	--	--
adams	5547	5.34	1.0806	4883	3926	2887	--
advised	5548	5.34	1.6977	--	4830	4364	--
andrea	5549	5.34	1.2224	--	--	3279	--
anonymity	5550	5.34	1.3342	--	--	4884	--
anthony	5551	5.34	1.4654	4583	--	1323	--
anything	5552	5.34	1.0224	401	608	800	367
anywhere	5553	5.34	1.2875	2153	4210	4036	1155
arc	5554	5.34	1.1713	--	3380	--	--
areas	5555	5.34	1.0224	--	592	1211	--
ay	5556	5.34	0.9607	4498	--	--	907
backs	5557	5.34	1.4373	--	--	--	2860
bros	5558	5.34	1.5334	3992	--	--	--
campaign	5559	5.34	1.5467	1921	1886	365	--
candidate	5560	5.34	1.0994	--	3774	1309	--
carter	5561	5.34	1.6113	--	--	2168	--
checked	5562	5.34	1.1359	2148	--	--	--
classified	5563	5.34	1.4514	--	4544	--	--
colts	5564	5.34	1.5858	2715	--	--	--
comparable	5565	5.34	1.2554	--	4401	4633	--
crossing	5566	5.34	1.3342	--	4272	--	4400
currently	5567	5.34	0.8234	1125	3619	2426	--
denver	5568	5.34	1.4930	3151	--	2724	--
ding	5569	5.34	1.5986	--	--	--	2467
doctor	5570	5.34	1.6239	996	1785	2413	1402
drank	5571	5.34	1.4654	3682	--	--	2334
editorial	5572	5.34	1.3644	--	--	1193	--
flick	5573	5.34	1.3644	--	--	--	4368
fur	5574	5.34	1.7333	4043	4355	--	--
gear	5575	5.34	1.2875	2576	--	--	3335
geek	5576	5.34	1.8910	3021	--	--	--
german	5577	5.34	1.3940	2549	667	1230	--
giant	5578	5.34	1.1886	2057	4880	2746	3831
giants	5579	5.34	1.4930	4249	--	1887	--
hampton	5580	5.34	1.3342	--	--	3115	--
harold	5581	5.34	1.1537	--	--	2087	--
ily	5582	5.34	1.5729	4022	--	--	--
iron	5583	5.34	1.3494	1672	1066	--	2277
karen	5584	5.34	1.3793	--	--	1838	--
korea	5585	5.34	1.3793	4914	4234	1893	--
liebe	5586	5.34	1.3940	--	--	--	3196
lillian	5587	5.34	1.4654	--	--	4102	--
log	5588	5.34	0.9607	3483	4122	--	--
manufacturer	5589	5.34	1.0224	--	--	3112	--
massive	5590	5.34	1.2875	2084	4011	--	--
maureen	5591	5.34	0.7982	--	--	4502	--
mc	5592	5.34	1.3940	3399	--	--	1739
middle	5593	5.34	0.7174	1101	604	980	799
moderate	5594	5.34	1.2715	--	3195	4520	--
nog	5595	5.34	1.1359	2895	--	--	1750
noticed	5596	5.34	1.4230	2078	2724	4808	3114
occurred	5597	5.34	1.0224	--	1583	1963	--
ohhhh	5598	5.34	1.9651	--	--	--	3166
orleans	5599	5.34	1.2554	3415	--	2894	2841
ounce	5600	5.34	0.9607	--	--	--	3637
pack	5601	5.34	1.2715	1452	--	--	1100
percent	5602	5.34	0.9172	3546	696	81	--
phil	5603	5.34	1.1178	3453	--	3604	--
physician	5604	5.34	1.8363	--	3102	3444	--
rate	5605	5.34	1.2224	2011	405	703	4147
regional	5606	5.34	0.8234	--	1878	1621	--
request	5607	5.34	1.2224	2472	2226	1820	--
revolution	5608	5.34	1.3940	4553	1135	3302	1921
rihanna	5609	5.34	1.9755	2925	--	--	--
roosevelt	5610	5.34	1.8693	--	4719	3404	--
session	5611	5.34	1.1178	1761	2437	2423	--
six	5612	5.34	1.1537	1691	520	382	823
sullivan	5613	5.34	0.8947	--	--	2826	--
surgeon	5614	5.34	1.6239	--	--	4490	--
susan	5615	5.34	1.2715	4492	--	768	--
sylvia	5616	5.34	1.3188	--	--	3166	--
then	5617	5.34	0.7453	103	75	148	96
they're	5618	5.34	1.0994	--	--	--	--
thinkin	5619	5.34	1.0994	2677	--	--	1537
tmrw	5620	5.34	1.0022	4798	--	--	--
transmitted	5621	5.34	1.5729	--	4387	--	--
tube	5622	5.34	1.2875	3945	2174	--	--
typing	5623	5.34	1.2056	3604	--	--	--
upon	5624	5.34	0.6884	2190	111	1663	482
walmart	5625	5.34	2.2733	2817	--	--	--
whitman	5626	5.34	0.7982	--	--	4041	--
whitney	5627	5.34	1.1713	--	--	3891	--
wider	5628	5.34	1.0422	--	3685	--	--
within	5629	5.34	1.3644	1790	172	751	710
yo	5630	5.34	1.6734	402	--	--	136
blink	5631	5.33	1.4341	--	--	--	2943
noches	5632	5.33	1.3422	--	--	--	4729
threshold	5633	5.33	1.4780	--	4926	--	--
bringin	5634	5.33	1.4774	--	--	--	4146
tutti	5635	5.33	1.4774	--	--	--	4671
verdad	5636	5.33	1.1252	--	--	--	2864
abraham	5637	5.32	1.5043	--	4942	3188	--
alter	5638	5.32	1.2526	--	4484	--	--
andre	5639	5.32	1.2196	--	--	4765	--
beep	5640	5.32	1.5178	--	--	--	2897
bench	5641	5.32	1.0388	4117	--	4503	--
bucket	5642	5.32	1.1856	--	--	--	4560
calif	5643	5.32	1.3316	--	--	552	--
chin	5644	5.32	0.9781	3519	--	--	3542
commerce	5645	5.32	1.3161	--	2180	2249	--
compare	5646	5.32	0.9988	4853	2785	--	3088
cover	5647	5.32	1.2688	1048	1519	1235	1054
currents	5648	5.32	1.1683	--	--	4129	--
deepest	5649	5.32	1.4490	--	--	1471	2981
dorothy	5650	5.32	1.3005	--	--	2283	--
editorials	5651	5.32	1.0962	--	--	4301	--
emeritus	5652	5.32	1.6468	--	--	2576	--
endless	5653	5.32	1.8455	--	--	--	1333
estimates	5654	5.32	1.1147	--	3238	2411	--
evaluation	5655	5.32	1.8007	--	1817	--	--
firm	5656	5.32	1.1683	4035	1513	545	4062
francis	5657	5.32	1.4348	--	3103	2225	--
general	5658	5.32	1.1328	1748	134	250	4181
gregory	5659	5.32	1.1147	--	--	2794	--
hoffman	5660	5.32	0.9570	--	--	4557	--
hour	5661	5.32	0.7939	455	937	1579	883
identified	5662	5.32	1.2688	--	1796	1742	--
indicates	5663	5.32	1.0774	--	2233	1894	--
jacqueline	5664	5.32	1.6591	--	--	4700	--
joshua	5665	5.32	0.9781	--	--	2956	--
kristen	5666	5.32	1.4490	3924	--	--	--
label	5667	5.32	1.0190	3958	--	4143	3300
literally	5668	5.32	1.5178	2112	4408	--	--
louise	5669	5.32	1.1683	--	--	3122	--
mas	5670	5.32	1.0388	1121	--	--	887
measure	5671	5.32	1.0962	--	970	1570	3290
medium	5672	5.32	0.7939	--	1715	4912	--
mention	5673	5.32	0.7407	1681	2107	3397	2423
michigan	5674	5.32	1.2848	3231	3955	2002	--
names	5675	5.32	0.9988	1861	1114	1458	1672
nassau	5676	5.32	1.4348	--	--	2619	--
negotiations	5677	5.32	1.3768	--	3586	1649	--
nineteenth	5678	5.32	1.4490	--	2274	--	--
pa	5679	5.32	1.6468	1617	3365	1035	1324
palmer	5680	5.32	1.0190	--	--	5000	--
partly	5681	5.32	1.1683	--	1937	3021	--
peeps	5682	5.32	1.5836	1826	--	--	4411
plz	5683	5.32	1.8892	1337	--	--	--
posts	5684	5.32	1.1147	2134	--	--	--
presumably	5685	5.32	1.1507	--	4106	--	--
quite	5686	5.32	1.7076	686	407	1365	902
rebounds	5687	5.32	1.3161	--	--	4497	--
remind	5688	5.32	1.4348	2784	--	--	1583
reserve	5689	5.32	1.1147	--	2957	1592	--
review	5690	5.32	1.0190	935	821	118	--
rite	5691	5.32	1.1856	1771	--	--	--
rye	5692	5.32	1.3468	--	--	3335	--
selena	5693	5.32	0.9355	3294	--	--	--
site	5694	5.32	0.7939	495	1140	742	--
skip	5695	5.32	1.4630	3718	--	--	3232
someone's	5696	5.32	1.2848	--	--	--	--
speech	5697	5.32	1.7548	1985	987	1585	3858
step	5698	5.32	0.8676	1072	899	1161	449
subway	5699	5.32	1.6835	3641	--	2577	--
surface	5700	5.32	1.0774	--	511	3286	2978
table	5701	5.32	0.6833	986	291	1768	1501
taking	5702	5.32	1.3005	471	650	736	615
tells	5703	5.32	1.2688	2096	2475	3061	1488
ticket	5704	5.32	1.4769	1610	--	2601	2018
ting	5705	5.32	1.3468	--	--	--	4451
tribes	5706	5.32	1.3161	--	3303	--	--
turning	5707	5.32	1.0190	1883	2111	2400	774
two-year	5708	5.32	1.0774	--	--	--	--
types	5709	5.32	0.7407	4204	801	4304	--
urself	5710	5.32	1.8674	3613	--	--	--
vancouver	5711	5.32	1.4490	2634	--	--	--
varies	5712	5.32	0.9134	--	3974	--	--
yield	5713	5.32	1.6092	--	2271	2310	--
zone	5714	5.32	0.9781	2400	2474	3565	1835
preceding	5715	5.31	0.9927	--	2579	--	--
affecting	5716	5.31	1.3261	--	4225	--	--
alles	5717	5.31	1.0841	--	--	--	1306
bop	5718	5.31	1.4463	--	--	--	2207
consume	5719	5.31	1.8842	--	--	--	4760
discipline	5720	5.31	1.8129	--	2594	--	--
disposition	5721	5.31	1.3875	--	4049	--	--
gypsy	5722	5.31	1.6981	--	--	--	2984
heed	5723	5.31	1.2111	--	--	--	4010
ion	5724	5.31	1.1218	--	3827	--	--
shelf	5725	5.31	1.1031	--	--	--	2847
stash	5726	5.31	1.6609	--	--	--	3234
varying	5727	5.31	1.4463	--	3325	--	--
vivir	5728	5.31	1.3261	--	--	--	2192
#fact	5729	5.30	1.1112	--	--	--	--
*estimated	5730	5.30	1.1112	--	--	--	--
actually	5731	5.30	1.1112	320	850	1361	4378
aire	5732	5.30	1.4178	--	--	--	4518
ancora	5733	5.30	1.1473	--	--	--	3758
atlanta	5734	5.30	1.4178	2341	--	1420	4133
barnes	5735	5.30	0.9091	--	--	4513	--
bat	5736	5.30	1.3590	--	--	--	3328
biblical	5737	5.30	1.9299	--	4956	--	--
bishop	5738	5.30	1.6194	--	1940	3276	--
bonnie	5739	5.30	1.6812	--	--	4801	--
boundary	5740	5.30	1.1650	--	2780	--	--
brad	5741	5.30	1.1294	4325	--	4593	--
brian	5742	5.30	1.4321	2705	--	1345	--
bring	5743	5.30	0.9949	543	731	885	253
calendar	5744	5.30	1.1294	3293	--	--	--
carnegie	5745	5.30	1.4604	--	--	3195	--
catholic	5746	5.30	1.8323	--	1679	1550	--
center	5747	5.30	0.9949	1165	878	142	2881
chairman	5748	5.30	1.4743	--	3145	268	--
chrysler	5749	5.30	1.0152	--	--	4458	--
circuits	5750	5.30	0.7626	--	--	3753	--
colin	5751	5.30	1.1294	--	--	4267	--
constantly	5752	5.30	1.1995	4210	2471	--	2837
cornell	5753	5.30	1.4743	--	--	2541	--
correspondent	5754	5.30	1.1650	--	--	3269	--
counts	5755	5.30	1.1473	4951	--	3686	--
county	5756	5.30	1.0546	1487	900	417	2803
creature	5757	5.30	1.6444	--	4186	--	3862
dave	5758	5.30	1.4033	2263	--	2382	4852
drake	5759	5.30	1.2495	3850	--	--	--
editing	5760	5.30	1.2330	2924	--	787	--
eight	5761	5.30	1.2817	4111	996	783	1593
elevator	5762	5.30	1.3887	4345	--	--	--
glen	5763	5.30	1.2495	--	--	3029	--
irene	5764	5.30	1.3740	--	--	4784	--
jk	5765	5.30	1.2330	2224	--	--	--
junior	5766	5.30	1.2657	4620	--	2584	--
km/h	5767	5.30	1.1650	--	--	--	--
lee	5768	5.30	0.9091	2495	2973	873	2300
lesson	5769	5.30	1.4880	2206	3700	3876	1861
levels	5770	5.30	0.9530	4077	871	2025	--
lexington	5771	5.30	1.2817	--	--	2850	--
md	5772	5.30	1.1294	3782	4118	491	--
medicare	5773	5.30	1.6812	--	--	3101	--
mic	5774	5.30	0.9313	4587	--	--	1086
mike	5775	5.30	1.4463	1570	--	1181	1896
miles	5776	5.30	1.1650	1571	808	972	796
miriam	5777	5.30	0.9949	--	--	4159	--
mph	5778	5.30	1.2817	1850	--	--	--
murphy	5779	5.30	0.8864	--	--	2807	--
neck	5780	5.30	1.1824	2402	2285	1594	1070
nova	5781	5.30	1.6444	4747	--	--	--
number	5782	5.30	0.9313	779	150	315	689
one's	5783	5.30	0.7354	--	1683	--	--
patch	5784	5.30	1.0351	4644	--	--	--
pay	5785	5.30	2.3234	627	769	460	499
peggy	5786	5.30	1.0546	--	--	4810	--
placed	5787	5.30	1.5551	--	726	1737	3960
pounds	5788	5.30	1.8211	3452	2588	2787	3129
president's	5789	5.30	1.5152	--	--	--	--
profile	5790	5.30	1.2330	1622	4012	3870	--
quiz	5791	5.30	1.4880	2126	--	--	--
rail	5792	5.30	1.1112	--	--	3354	--
randy	5793	5.30	1.3590	--	--	3762	--
reviews	5794	5.30	1.2164	2209	--	2362	--
ritual	5795	5.30	1.7642	--	3819	--	--
robert	5796	5.30	1.0546	1815	1085	216	--
roberts	5797	5.30	0.8864	--	--	2961	--
roger	5798	5.30	0.8391	--	--	2094	--
samuel	5799	5.30	1.1473	--	3147	1933	--
scales	5800	5.30	1.2817	--	4507	--	--
sec	5801	5.30	1.0351	3386	2615	3786	--
seth	5802	5.30	1.1473	--	--	4037	--
seymour	5803	5.30	1.0351	--	--	4774	--
silly	5804	5.30	1.9821	907	--	--	1612
singular	5805	5.30	1.4463	--	4493	--	--
somebody	5806	5.30	1.1294	1209	--	2884	397
someone	5807	5.30	1.1650	253	1420	936	233
spray	5808	5.30	1.4463	3456	--	--	3006
suit	5809	5.30	1.5811	2656	2839	1483	2071
system	5810	5.30	1.7291	893	143	329	1642
tactics	5811	5.30	1.5811	--	--	4512	--
telling	5812	5.30	1.0546	1346	2622	2363	769
tend	5813	5.30	1.4178	4283	1991	3406	4640
third	5814	5.30	1.1473	1652	453	386	1887
transition	5815	5.30	1.3590	--	2417	3589	--
trump	5816	5.30	1.7053	--	--	3492	--
via	5817	5.30	1.1473	297	2627	--	3717
vids	5818	5.30	1.4321	4619	--	--	--
visitation	5819	5.30	1.8323	--	--	4305	--
washing	5820	5.30	1.8323	3434	--	--	4793
ways	5821	5.30	1.1650	1080	698	1106	636
weekly	5822	5.30	1.5940	2541	4086	2265	--
windy	5823	5.30	1.8434	3910	--	--	--
year's	5824	5.30	1.1650	--	--	--	--
you're	5825	5.30	1.0926	--	--	--	--
hitherto	5826	5.29	1.3677	--	4353	--	--
incorporated	5827	5.29	1.2197	--	4150	--	--
prescribed	5828	5.29	1.6237	--	4423	--	--
assumption	5829	5.29	1.8028	--	2493	--	--
cama	5830	5.29	1.3844	--	--	--	4486
clergy	5831	5.29	1.8819	--	4176	--	--
heel	5832	5.29	1.3540	--	--	--	3061
playas	5833	5.29	1.7795	--	--	--	4766
rodeo	5834	5.29	1.5546	--	--	--	4618
shakin	5835	5.29	1.6202	--	--	--	3971
transferred	5836	5.29	1.3693	--	3435	--	--
2-bath	5837	5.28	1.6293	--	--	--	--
alert	5838	5.28	1.8075	1585	--	--	--
already	5839	5.28	1.2296	323	355	501	725
annual	5840	5.28	1.0506	2508	1374	1027	--
assessment	5841	5.28	1.3708	--	1877	4734	--
beef	5842	5.28	2.1763	2880	--	--	1715
behalf	5843	5.28	1.0887	--	3473	3033	--
borough	5844	5.28	1.0698	--	--	3371	--
code	5845	5.28	1.1256	1267	1451	3216	3146
comin	5846	5.28	1.2129	2413	--	--	1081
congregation	5847	5.28	1.7266	--	--	2810	--
copies	5848	5.28	1.1787	--	3712	968	--
craig	5849	5.28	0.9044	4730	--	2567	--
cuore	5850	5.28	1.2129	--	--	--	4756
dean	5851	5.28	1.2784	4863	--	1416	--
declared	5852	5.28	1.3407	--	1727	2480	--
defended	5853	5.28	1.7617	--	--	4953	--
diplomat	5854	5.28	1.4852	--	--	4291	--
dot	5855	5.28	1.1787	--	--	--	1895
empire	5856	5.28	1.8299	3806	1556	3313	4387
estar	5857	5.28	1.3254	--	--	--	2646
esther	5858	5.28	1.2296	--	--	4646	--
etsy	5859	5.28	1.4148	3832	--	--	--
eventually	5860	5.28	1.5654	3991	1928	1669	3684
extract	5861	5.28	1.4574	--	4832	--	--
feelin	5862	5.28	1.4434	2142	--	--	1294
follower	5863	5.28	1.1787	2179	--	--	--
form	5864	5.28	1.1073	1720	171	1046	1779
gates	5865	5.28	1.1436	--	4366	3063	1976
handling	5866	5.28	1.0887	--	3758	3731	--
hannah	5867	5.28	1.4291	3581	--	--	--
happen	5868	5.28	1.0506	768	2229	1475	849
harriet	5869	5.28	1.3856	--	--	4703	--
harvey	5870	5.28	1.4434	--	--	3072	--
held	5871	5.28	1.2784	2488	424	227	829
holla	5872	5.28	1.7847	2720	--	--	1502
inches	5873	5.28	1.1959	2790	2333	3141	4915
institute	5874	5.28	1.4148	--	1596	642	--
interviewed	5875	5.28	1.4003	--	--	4484	--
jacobs	5876	5.28	0.9044	--	--	3766	--
james	5877	5.28	1.0698	1373	783	300	2705
l	5878	5.28	1.1436	1315	351	410	1749
length	5879	5.28	0.8816	--	706	4106	--
mag	5880	5.28	1.0309	3485	--	--	4106
martha	5881	5.28	1.1959	--	--	2796	--
meanwhile	5882	5.28	0.8816	--	3376	2170	4825
minutes	5883	5.28	0.9044	566	1108	604	1864
mode	5884	5.28	1.1787	2418	1697	--	--
morton	5885	5.28	0.9485	--	--	4429	--
nonprofit	5886	5.28	1.9382	--	--	2994	--
ora	5887	5.28	0.8581	--	--	--	4910
packed	5888	5.28	1.1613	2755	--	--	2235
packing	5889	5.28	1.5258	2489	--	--	--
pandora	5890	5.28	1.5784	4411	--	--	--
parameter	5891	5.28	1.2129	--	4463	--	--
posse	5892	5.28	1.2784	--	--	--	4329
preacher	5893	5.28	2.1193	--	--	--	2852
representatives	5894	5.28	1.6665	--	2405	2390	--
rewind	5895	5.28	1.0887	--	--	--	3246
says	5896	5.28	1.1959	351	508	336	501
scheduled	5897	5.28	1.1959	4957	--	840	--
secrets	5898	5.28	1.8187	2558	--	--	1478
section	5899	5.28	0.8340	3079	428	731	--
serum	5900	5.28	1.3263	--	3525	--	--
sheila	5901	5.28	0.9697	--	--	4777	--
someday	5902	5.28	1.4434	3649	--	--	722
sometimes	5903	5.28	0.9485	569	442	1004	329
somewhere	5904	5.28	0.8581	1499	3626	4130	592
sort	5905	5.28	0.8340	1554	1024	1735	2905
stands	5906	5.28	0.8816	4126	2177	2836	1625
state	5907	5.28	0.9697	634	118	94	914
stats	5908	5.28	1.1787	4542	--	--	--
stays	5909	5.28	1.3099	4090	--	--	2371
temporal	5910	5.28	1.3099	--	3683	--	--
that's	5911	5.28	0.8581	--	1090	--	--
theodore	5912	5.28	1.0698	--	--	3986	--
theology	5913	5.28	1.7266	--	3225	--	--
tracks	5914	5.28	1.1073	2826	--	4465	1754
tyler	5915	5.28	1.0506	4784	--	--	--
unions	5916	5.28	1.6542	--	3279	2792	--
version	5917	5.28	0.8340	1015	1905	1383	3678
wandering	5918	5.28	1.7296	--	--	--	3480
years	5919	5.28	1.4714	333	115	58	364
york's	5920	5.28	0.7835	--	--	--	--
specified	5921	5.28	1.2972	--	2920	--	--
